FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.3430,3430,"POLYGON ((16.354900332979646 48.26852709807675, 16.354868200151994 48.268539004784905, 16.353215327805096 48.26905636560819, 16.353193167115375 48.2690625138867, 16.353168298549186 48.26906766613069, 16.352415272518435 48.26919742452427, 16.35219717350736 48.26928664963581, 16.352147980546764 48.26930677405554, 16.35186645953456 48.26900005552153, 16.351907295037122 48.26898334974495, 16.35216813439742 48.268876640241764, 16.352174149394653 48.26887425049337, 16.35218969042985 48.26886870183712, 16.352203691572754 48.268864417576644, 16.352205741756407 48.268863843652895, 16.35222223464061 48.268859696744, 16.35223909845799 48.26885627886797, 16.352241567850214 48.26885584511447, 16.353009331651954 48.26872354783014, 16.35462280107951 48.268218520429166, 16.355164786182772 48.26798406107812, 16.355367538076816 48.267896345533735, 16.35537247001761 48.26789426280632, 16.356120041150863 48.26758598135394, 16.356126851840827 48.2675832642537, 16.35617079491339 48.267569675217864, 16.357298091369966 48.26730480238008, 16.358192228785065 48.267009118230575, 16.359094942363274 48.26657457035959, 16.359297578357484 48.26644850047138, 16.358752057255497 48.26632642130892, 16.35866723355613 48.26631089977032, 16.358585944469674 48.26629874988363, 16.35855461581913 48.26629641511894, 16.358537013592155 48.26629610110657, 16.35799087953247 48.266357741798416, 16.357831070202927 48.26637612257133, 16.35770397428236 48.26639406260041, 16.35762008071553 48.266408590510224, 16.357468625987256 48.26644230152347, 16.357331840446985 48.26647175949082, 16.357316827027848 48.26647467333024, 16.356975058605375 48.26653389434549, 16.35696159921135 48.26653598229045, 16.35692108738512 48.26654153928362, 16.35689758247212 48.26654404632312, 16.356861525267497 48.26654680833595, 16.356641737643358 48.26656644203867, 16.356630252389454 48.266567301135844, 16.356161771724896 48.26659555756521, 16.35614443110774 48.26659622788371, 16.356107804568666 48.26659685300262, 16.356068045056325 48.26659767740248, 16.355887490870472 48.26660191206057, 16.355863200911376 48.2666017498763, 16.35565620653852 48.26659412774372, 16.355648350874954 48.26659376126566, 16.355526976933472 48.26658691117081, 16.355357213810343 48.26658174809176, 16.355233575127443 48.266580614072524, 16.35509793354584 48.26657930114821, 16.35508233952176 48.26657884868015, 16.35499526182747 48.26657462911511, 16.354911338747677 48.266570409866056, 16.354905498168577 48.26657007268387, 16.354813733764924 48.26656411538637, 16.354803866943392 48.26656335258374, 16.35417961218193 48.266507245916145, 16.35417203118606 48.26650649079265, 16.35386188839673 48.2664725921529, 16.353839604919862 48.266470803280505, 16.353817269080285 48.26646949734059, 16.353715552121574 48.266467063295636, 16.35365573714356 48.2664662711854, 16.353601691373445 48.26646592332133, 16.353517392458564 48.26646865746531, 16.353117327904844 48.266506374288, 16.353017594865445 48.26651577692965, 16.352943462160066 48.266165258945826, 16.352942262845175 48.266159586283365, 16.35345430047635 48.26611131237788, 16.353478900758464 48.266109757344495, 16.353583393776375 48.26610636905172, 16.353599091134733 48.26610616611131, 16.35366367648467 48.26610659150183, 16.35373053700407 48.266107478750904, 16.35384351524135 48.266110170940934, 16.353857363497276 48.266110740757476, 16.353890933026232 48.266112703241205, 16.353899598206056 48.26611330443323, 16.35393190586038 48.266115898415485, 16.353943265120137 48.266116974919505, 16.35425527815507 48.26615107808812, 16.35487084587837 48.2662064042714, 16.354954669134685 48.26621184572709, 16.35503499248953 48.26621588477814, 16.355113562029953 48.26621969204225, 16.355241181489003 48.26622092714816, 16.35536893427938 48.26622209913846, 16.355377491575155 48.266222267669775, 16.35555670253929 48.26622771779494, 16.355567136259502 48.26622817107463, 16.35568979707812 48.266235093751746, 16.355880729975787 48.2662421250517, 16.35605022984561 48.266238151328, 16.356092548282522 48.26623727522764, 16.356121946826743 48.26623677098352, 16.35657602289757 48.2662093833209, 16.356795037243526 48.26618983531635, 16.356824323244545 48.266187575462574, 16.35684640809176 48.266184546196456, 16.35717389222477 48.266127800384176, 16.35730073055978 48.26610049378921, 16.35745835556002 48.26606540050844, 16.357475929179216 48.26606192770269, 16.35757462821573 48.26604483589576, 16.3575865398962 48.26604296490215, 16.35772459449872 48.26602347792445, 16.35773458431588 48.266022199022764, 16.3579001680305 48.26600315449521, 16.358461396959452 48.26593970008172, 16.35849293752335 48.26593739889457, 16.358522611784295 48.26593640925551, 16.358544926678924 48.265936283485665, 16.35858291512688 48.26593711959946, 16.35860392667301 48.26593813169898, 16.35866033213423 48.265942335681544, 16.358689298416802 48.26594557019136, 16.35879116841723 48.26596079696874, 16.358803520881416 48.26596284854612, 16.358901709602474 48.26598081524801, 16.358916117917524 48.26598374412992, 16.35955239355602 48.26612613287946, 16.359773218745186 48.26616625695165, 16.359856324092505 48.266124357176146, 16.359980597069377 48.26605812158285, 16.360095715184745 48.26599050822975, 16.360159057051728 48.26595051350367, 16.360217224206448 48.26590559521591, 16.36027691486839 48.265858269128145, 16.360332488045543 48.26580577735034, 16.36040496229593 48.26572713276855, 16.36066084432953 48.26545210925915, 16.360667595915544 48.26544521011607, 16.360735962802508 48.26537873024984, 16.360740019276626 48.26537489472651, 16.360793031380602 48.26532612461108, 16.360817722013355 48.26530651526449, 16.360888097465683 48.26525809119456, 16.36090820247849 48.26524559904886, 16.3609435486468 48.265228826488745, 16.361038770480103 48.26519094943341, 16.361162683105306 48.26514197576118, 16.361205516960375 48.2651284677742, 16.361347242635425 48.26509358846801, 16.36136026059837 48.265090634072, 16.3614870205291 48.2650642797364, 16.36191217900663 48.264982283951376, 16.361939546406504 48.264978025861055, 16.362166317349384 48.26495097912998, 16.36275337971576 48.26485403820406, 16.362765404430522 48.26485224654191, 16.362782800075458 48.264850324800435, 16.362789834575196 48.264849767507144, 16.36280034672083 48.26484916680606, 16.362817969229962 48.26484877751743, 16.362826822052508 48.264848872582796, 16.362916704607848 48.26485082649977, 16.36308642420016 48.26484672274448, 16.363096078882755 48.26484660446326, 16.363144445738705 48.264849518528706, 16.363223686470814 48.264859480359725, 16.3633599023585 48.264877498116846, 16.3635049303701 48.26489132372921, 16.363552822137873 48.264894816891186, 16.363565635059206 48.26489412675403, 16.36358458856621 48.264890850531756, 16.363607417174652 48.2648850741986, 16.36362094546683 48.26487966790845, 16.363759153131763 48.2647845966317, 16.36392105642357 48.264661894477555, 16.36406354650055 48.26453051669466, 16.364154466173904 48.264420378634625, 16.364158812085062 48.26441441965105, 16.364159248549417 48.264385061605864, 16.364151663694372 48.264327821549564, 16.364134831196587 48.264258673304035, 16.364121662185926 48.26422370059758, 16.364111764543427 48.2642054326535, 16.364100864675333 48.26418937995088, 16.36409436452828 48.26418203148455, 16.364087367981003 48.26417579108746, 16.36348573593438 48.26378759211822, 16.363300264493947 48.26381055421034, 16.363355777305433 48.26375332700435, 16.3632973457901 48.26361799935753, 16.36330835449367 48.26347214231558, 16.363582331712134 48.26342485702409, 16.363829965826906 48.26338211715858, 16.363895678245992 48.263551858434326, 16.364477285845446 48.26392713355991, 16.36450574970603 48.26394869194852, 16.364534490624756 48.26397432952676, 16.36455077563436 48.263990638955974, 16.364572150922655 48.264014802584, 16.36458555139113 48.264032005737384, 16.364606824299518 48.26406333507781, 16.364614795824295 48.26407641804289, 16.36463291280296 48.26410985704159, 16.364640846301903 48.26412718475236, 16.36466013157386 48.26417839829677, 16.364664773301996 48.264193398513825, 16.364685023355253 48.26427657954706, 16.364687464483445 48.264289584744496, 16.364697081559154 48.264362159274775, 16.364698116413784 48.26437979536358, 16.364697101292755 48.26444808733427, 16.36469304060542 48.26447746966604, 16.364684530277106 48.26450063528408, 16.36467065721952 48.26452986627596, 16.36465606219642 48.264554264559806, 16.364635873903698 48.26458195120613, 16.36462959235565 48.26459004025202, 16.364527379003576 48.26471386086858, 16.36450964235621 48.26473253221309, 16.36434988331618 48.26487983346062, 16.36433382999031 48.26489323801085, 16.364159117610498 48.265025648314115, 16.3641502892986 48.26503202207454, 16.363982932920432 48.26514714559468, 16.36396286235631 48.26515961488782, 16.36392797912132 48.265176203905675, 16.363861807927805 48.26520263622436, 16.36382071341076 48.265215793150844, 16.363761793159465 48.265230702616, 16.363733834030498 48.26523663669447, 16.363678066755053 48.2652462754083, 16.363632226643677 48.265251432257465, 16.363615755468153 48.26525232022763, 16.363570669510565 48.26525474926802, 16.363549095983522 48.265255331785376, 16.363519744377403 48.265254267724075, 16.36344197746802 48.265248595449386, 16.36343315465617 48.26524785382238, 16.363276565687965 48.26523292560773, 16.363262281945165 48.265231301239965, 16.36312146505047 48.26521266662648, 16.36307586296806 48.26520693616605, 16.36298758478066 48.26520907115466, 16.36292693182534 48.265210537730724, 16.362908416900726 48.26521056094223, 16.362846544844274 48.26520921562213, 16.36228708034444 48.265301599322456, 16.36226977887322 48.26530405658301, 16.362048141978907 48.26533049082582, 16.361641915599662 48.26540881551559, 16.361527119872342 48.26543270146573, 16.361414843320855 48.26546033326561, 16.36131388699334 48.2655002389324, 16.36124993465138 48.265525678220904, 16.361217777870667 48.265547804660336, 16.36117814447957 48.26558426770533, 16.361115245233332 48.26564543172609, 16.360863233796568 48.26591629340183, 16.36078686528673 48.26599916675747, 16.360777408900205 48.2660087320393, 16.36071030183678 48.266072119829666, 16.360696377413035 48.26608415826221, 16.360627075944755 48.26613909207325, 16.36055777365591 48.26619262022285, 16.360539092184617 48.26620566237893, 16.360462401900186 48.26625408666869, 16.36045523276321 48.26625845253504, 16.360331620247784 48.26633105560426, 16.36032175367099 48.26633657764329, 16.360189616163844 48.26640700423258, 16.360183891616746 48.26640997225315, 16.360025660637067 48.26648974884173, 16.360023978928012 48.26648826263535, 16.359449875040955 48.26684544504922, 16.35942377448298 48.26685975206055, 16.35926525918981 48.26693605992082, 16.35890584271913 48.267109077033176, 16.358489296666963 48.26730959244067, 16.358451315593115 48.26732487100235, 16.35752254904239 48.267632007320614, 16.35749241085627 48.267640494321704, 16.356378458274737 48.26790222630586, 16.35600566354199 48.26805595911581, 16.356290233124444 48.268006786461164, 16.35664054245089 48.26793679135457, 16.35689832030682 48.267871275260816, 16.35693043417573 48.267864612753655, 16.357208655021452 48.26781938604158, 16.357225533317052 48.267817021350986, 16.35726628437529 48.26781432670614, 16.35740663292393 48.26781220353852, 16.35757838416958 48.26778460141584, 16.35791345868047 48.267724831315384, 16.357936140707267 48.267721477076954, 16.35796416672464 48.26771917580512, 16.35823408765704 48.26770654812058, 16.358244767614465 48.26780829740403, 16.35824945217161 48.267808187589765, 16.358258242823315 48.267808570557634, 16.35825916234991 48.26780865550782, 16.358266883398116 48.26780971630265, 16.358273113748535 48.267811049208746, 16.358790595096504 48.26794446654601, 16.358792914128813 48.26794507363835, 16.358800722516254 48.26794764256346, 16.358807961864734 48.26795086996426, 16.358814508307155 48.267954700619136, 16.358817957943796 48.26795718494232, 16.358820249832107 48.26795906898467, 16.358825088200454 48.26796390031702, 16.358828940626243 48.267969111950876, 16.358831741193157 48.26797461471386, 16.35883264694914 48.26797716786443, 16.358834200981835 48.26797672223867, 16.35884245685708 48.267974849371264, 16.358851008257098 48.267973711974975, 16.358859708865428 48.26797332951095, 16.358868409812626 48.2679737085232, 16.358871098279693 48.267973981637525, 16.358876962223455 48.26797484252676, 16.358885219764147 48.26797671211857, 16.35889304114621 48.26797928530942, 16.35890029254385 48.2679825180715, 16.35890570824537 48.26798561136071, 16.359006659874712 48.268049425054514, 16.358984450650627 48.26798672521409, 16.35898322147192 48.26798225903761, 16.358982642718306 48.26797639062973, 16.358983216220466 48.26797052199204, 16.358984513180133 48.26796585423188, 16.358984932165207 48.267964753538564, 16.358987761191877 48.267959183969054, 16.358991654894755 48.26795390858033, 16.358996546651248 48.26794901763566, 16.358998684296484 48.26794725083288, 16.359114744866794 48.26785735973076, 16.359063697942133 48.26778629222411, 16.359062211385535 48.2677840701558, 16.359059376977985 48.26777850093419, 16.359057655627407 48.267772732355745, 16.359057076786236 48.26776686312249, 16.359057650358206 48.26776099365866, 16.35905936652895 48.26775522439239, 16.359062195933948 48.267749654037374, 16.35906236396033 48.267749385442734, 16.359066090160987 48.26774437790383, 16.35907098257853 48.26773948626779, 16.359076789475782 48.2677350628264, 16.359083411495092 48.26773118326579, 16.35909073533192 48.267727913966226, 16.359098635673526 48.267725310866176, 16.35910286370804 48.26772425008877, 16.360122278827312 48.26749424003419, 16.360126730845405 48.26749332809746, 16.360135128650686 48.267492211022294, 16.360143673003368 48.267491835327625, 16.360148547172084 48.267491955622006, 16.360152217707537 48.26749220744168, 16.36016061656135 48.267493320997524, 16.360168725858408 48.26749515694195, 16.36017402071958 48.26749680840737, 16.360174038465463 48.26749676404304, 16.360176834132076 48.267491259819316, 16.360180681974953 48.26748604631246, 16.360185516156193 48.26748121272693, 16.360191253961474 48.26747684176658, 16.36019220807492 48.26747621703245, 16.360197797215307 48.2674730082196, 16.360205033960845 48.267469777678976, 16.360212840375524 48.267467205420004, 16.36022108288966 48.26746533545463, 16.360223744724692 48.26746489769758, 16.3604311664885 48.26743337811177, 16.36043439771318 48.26743294306066, 16.36043761558513 48.26743275442281, 16.360443691332723 48.2674316424882, 16.360670221368157 48.267403214734756, 16.360673101508766 48.26740292034374, 16.360682289626396 48.26740251629887, 16.360687904816285 48.267402664852675, 16.360691478130473 48.26740291640729, 16.360700509803564 48.26740411382307, 16.360705234583314 48.26740507779441, 16.360712591110047 48.267402659500206, 16.36072046852812 48.267400872323115, 16.360721003092245 48.26740077823044, 16.3607286279519 48.26739978691168, 16.360736929771715 48.267399421837474, 16.36073791523544 48.26739942672315, 16.36097452363963 48.26740249628166, 16.360982677575425 48.267402876156645, 16.36098958510685 48.26740372924011, 16.360991291783773 48.26740401820245, 16.360999609023516 48.267405901161396, 16.361003847208675 48.267407188808455, 16.36091008769128 48.267533080816705, 16.360445580362924 48.26768184676716, 16.360693376032504 48.26765235776851, 16.36051724136476 48.26770876852528, 16.360536390160156 48.26783819290727, 16.360536716452046 48.2678425992813, 16.360536143094915 48.2678484682776, 16.360534427226092 48.26785423709911, 16.360531598204197 48.26785980703964, 16.360529200348974 48.26786325514755, 16.360527704434247 48.26786508279584, 16.360522812539518 48.26786997409803, 16.36051700622152 48.26787439725451, 16.36051038482791 48.26787827658372, 16.360503061652626 48.267881545709145, 16.360502739898855 48.26788166903566, 16.36029776656651 48.267958749889516, 16.360290203908598 48.26796123956102, 16.36028217626023 48.26796306076776, 16.360274002543875 48.2679641542761, 16.36027386123375 48.26796416683254, 16.360265401101895 48.267964538830185, 16.360256940620225 48.26796417039575, 16.36024894509213 48.2679631245172, 16.36024576307542 48.26796730635901, 16.360240968756198 48.26797210004973, 16.3602352782606 48.267976434933836, 16.360232189357223 48.267978370116104, 16.360228788954522 48.2679802368401, 16.36022161187184 48.267983440716726, 16.360213869814586 48.26798599174441, 16.360207405527742 48.26798752339231, 16.359910429421102 48.26804738220586, 16.359904696990395 48.26804831058204, 16.359902713028845 48.26804869769617, 16.35989853634006 48.268049516033706, 16.35989322553596 48.26805047399906, 16.359125591625162 48.26818503312842, 16.359117308941574 48.26818612575801, 16.359111136267643 48.2681864741852, 16.359108677179517 48.26818650521352, 16.359100045077618 48.268186129219856, 16.35909655982724 48.268185760195884, 16.35909585923236 48.26818603455289, 16.359088618203447 48.2681884203928, 16.359082988476864 48.26818976915099, 16.359080972675848 48.268190154812224, 16.359073053466947 48.26819120813466, 16.359068376202448 48.2681914998306, 16.35906276740088 48.26819183909314, 16.35884209752599 48.26820432857057, 16.358836401114463 48.26820449194535, 16.358827670530122 48.26820411164138, 16.35881908898921 48.268202973776646, 16.3588158858797 48.26820234384036, 16.35881080332462 48.26820109782036, 16.358802955306686 48.268198515870736, 16.358795679217405 48.26819527210576, 16.358792862259804 48.268193747165164, 16.35878984242458 48.26819498421904, 16.35878198441008 48.268197573322475, 16.35877368743586 48.268199455500174, 16.358768345845657 48.26820025754626, 16.35876509346576 48.268200598547494, 16.358756349545356 48.26820098290652, 16.358747605285945 48.268200602000746, 16.358741965495092 48.26819994266256, 16.358440215753337 48.26815593570683, 16.358431572606957 48.26815426467603, 16.358429159783913 48.26815351332388, 16.35842519677987 48.26815328297285, 16.358418051754285 48.26815217281787, 16.358254149947143 48.268120325902814, 16.358247216262324 48.2681186997079, 16.358239313436574 48.26811609967448, 16.358231986543053 48.26811283320316, 16.358225360947085 48.26810895618422, 16.35822054799618 48.268105381564546, 16.3582195500145 48.26810453495472, 16.358214653171924 48.26809964516325, 16.358210754205533 48.268094370475616, 16.358207919827485 48.26808880114323, 16.358206198534468 48.268083032459096, 16.358205784442937 48.26808029263043, 16.3582045508896 48.268068535311336, 16.35802758859737 48.26807681412782, 16.357714232157996 48.2681327107439, 16.357707741384218 48.2681338109213, 16.357504651606178 48.26816644891806, 16.3574884601374 48.26816870290652, 16.35744770880916 48.26817139762998, 16.35730771758127 48.26817351538566, 16.35707426927964 48.26821146414917, 16.356823058645176 48.2682753112304, 16.35680445540563 48.26827952694952, 16.356439842490822 48.268352380392095, 16.35643009082274 48.26835419692488, 16.35609748807637 48.26841165823781, 16.355840029494992 48.268459034327314, 16.355689617235292 48.26848667877047, 16.35566496282389 48.26849038992719, 16.35564253302992 48.268492389316066, 16.355518463327524 48.268499928605465, 16.355511719380708 48.26850028169865, 16.355494104845995 48.26850066966308, 16.355476490019196 48.2685002876557, 16.35545895033047 48.26849913731238, 16.35545878471086 48.268499122748814, 16.35544156088824 48.2684972235591, 16.355424396157527 48.26849455459094, 16.35540752964104 48.268491141836925, 16.355400837703318 48.268489560550506, 16.355339506216485 48.26847425653515, 16.355299200006794 48.268461569553594, 16.355284267333356 48.26845537491925, 16.355227851548772 48.2684302315897, 16.355204309365753 48.26841845007903, 16.35518334059666 48.26840467077171, 16.354900332979646 48.26852709807675))",Wienerw.Wein,U,Jungherrnsteig/Eichelhofs,Eichelhofstraße,100,10000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440.76293279,86053.19303792,[B@6ec302e5
OEFFGRUENFLOGD.3487,3487,"POLYGON ((16.439571152773713 48.27097413693913, 16.4393771836931 48.27133843668044, 16.43788492990613 48.271110099862206, 16.437927435006184 48.27097681445121, 16.438480621536605 48.27106220695492, 16.43851218390173 48.27079947928455, 16.439571152773713 48.27097413693913))",Park Koschak*,L,Park Koschakergasse,Parkanlage Koschakergasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,324.2265478,3915.9127761,
OEFFGRUENFLOGD.3488,3488,"POLYGON ((16.325338626637816 48.188226900181085, 16.3253187100598 48.18843177350144, 16.32575592688175 48.18846060614737, 16.325696227574706 48.18884598761874, 16.325267759633597 48.188813971074076, 16.325303783243445 48.188532548197976, 16.324965934150928 48.188510367640575, 16.324990842687317 48.18820139667808, 16.325338626637816 48.188226900181085))",Braunhirsche*,L,Braunhirschenpark,Braunhirschenpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,1,247.70207809,2270.9689203,
OEFFGRUENFLOGD.3489,3489,"POLYGON ((16.44166560968968 48.24110095994811, 16.441025679555775 48.24123247958675, 16.440713361501334 48.24078505676354, 16.441313707338065 48.240624010190366, 16.44166560968968 48.24110095994811))",Park Bernoul*,L,Park Bernoullistraße,Parkanlage Bernoullistraße,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,1,211.80629904,2768.56955805,
OEFFGRUENFLOGD.3490,3490,"POLYGON ((16.35759995442633 48.23033100528906, 16.357366630422213 48.23029207879838, 16.357498537211242 48.22984733616671, 16.35776274031765 48.22988854891791, 16.357812513349387 48.22994355595951, 16.357682289184194 48.23030921203491, 16.357632538971185 48.23030578330569, 16.35759995442633 48.23033100528906))",Park Auggasse,L,Park Auggasse,Parkanlage Auggasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.80103919,1195.34311507,
OEFFGRUENFLOGD.3491,3491,"POLYGON ((16.355378671448882 48.23111538806441, 16.355377076530097 48.231437464180935, 16.355140330474608 48.23143177330205, 16.35515565058362 48.23111198636108, 16.355378671448882 48.23111538806441))",Park Latschk*,L,Park Latschkagasse,Parkanlage Latschkagasse,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,105.56357232,609.78457598,
OEFFGRUENFLOGD.3492,3492,"POLYGON ((16.31804201841566 48.245365743812684, 16.31784989752915 48.24543805601022, 16.317644596556427 48.24522372450405, 16.317825479557868 48.2451445859882, 16.31804201841566 48.245365743812684))",Park Kranlweg,L,Park Kranlweg,Parkanlage Kranlweg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,90.11585352,467.29282229,
OEFFGRUENFLOGD.3493,3493,"POLYGON ((16.29415461758152 48.143247480384574, 16.294711275890304 48.14350554625663, 16.294705242967552 48.14352166094188, 16.294536641055682 48.143565920841866, 16.29452456858358 48.14360620726955, 16.294632250055315 48.14445437971567, 16.294686322126616 48.14459139018803, 16.294752416678513 48.14475257888134, 16.294625946541423 48.14480491201107, 16.294424185627435 48.14490355291768, 16.293943013265796 48.14434534297754, 16.293825690447534 48.144256658589526, 16.293726756151596 48.14376909658212, 16.293642873291645 48.14328355449724, 16.293968055347815 48.14316884333659, 16.29398916927428 48.14311647240635, 16.29415461758152 48.143247480384574))",mit. Liesing,L,An der Liesing/Reklewskig,Parkanlage Reklewskigasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,475.2919566,9594.70860501,
OEFFGRUENFLOGD.3494,3494,"POLYGON ((16.344914198724403 48.22530684888576, 16.344732183536472 48.22532869994033, 16.34468463570386 48.22519043563418, 16.344865050216782 48.22516886626269, 16.344914198724403 48.22530684888576))",Kutschker,L,Park Kutschkergasse,Parkanlage Kutschkergasse,1,10000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,49.40774457,150.35312961,
OEFFGRUENFLOGD.3495,3495,"POLYGON ((16.303765043523764 48.16947760717668, 16.30455780511022 48.16924844738043, 16.305648457815074 48.16907952605448, 16.307548612040975 48.16885063229127, 16.308892198729826 48.16869678381327, 16.309263232463667 48.16864798633254, 16.309392356601556 48.16896764506526, 16.307211160368034 48.16915513472821, 16.306396020639117 48.1692188530522, 16.306581406671892 48.16942948010602, 16.30513671686188 48.169402778321746, 16.303765043523764 48.16947760717668))",Park Schlögl*,L,Park Schlöglgasse,Parkanlage Schlöglgasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,919.11968204,12251.950196,
OEFFGRUENFLOGD.3496,3496,"POLYGON ((16.354287556054206 48.14844531255123, 16.354136363649243 48.148476470240475, 16.353745336788037 48.147828940008516, 16.353884896167145 48.147793113529886, 16.354287556054206 48.14844531255123))",unt. Liesing,L,An der Liesing/Neilreichg,Parkanlage Neilreichgasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,179.0201948,891.67561965,
OEFFGRUENFLOGD.3497,3497,"POLYGON ((16.358400259189793 48.15482432306624, 16.35847820900992 48.15497424982454, 16.358284201727738 48.155024573326514, 16.35782621546012 48.154446835873706, 16.358119950597743 48.15436175126958, 16.358400259189793 48.15482432306624))",Frödenplatz,L,Frödenplatz,Grünanlage Frödenplatz,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,185.16882809,1453.99325017,
OEFFGRUENFLOGD.3498,3498,"POLYGON ((16.35038861492841 48.28171696511593, 16.349613701886387 48.28270641722891, 16.348940555961626 48.282489441756766, 16.349866745718604 48.281550453221776, 16.35038861492841 48.28171696511593))",P-Kuchelau,L,Park Kuchelau,Parkanlage Kuchelau,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,347.56858694,6100.63199995,
OEFFGRUENFLOGD.3499,3499,"POLYGON ((16.336566364064847 48.19328254593983, 16.33631322034906 48.19343269366972, 16.335978416123716 48.193188363974954, 16.33622543563278 48.193034122380936, 16.336566364064847 48.19328254593983))",Park Haidman*,L,Park Haidmannsgasse,Parkanlage Haidmannsgasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,124.62440548,934.4681365,
OEFFGRUENFLOGD.3500,3500,"POLYGON ((16.38157236862225 48.15509182906556, 16.38060127933549 48.15508743230068, 16.380515520663472 48.155001466550324, 16.380226340623413 48.1550039666548, 16.380208554601573 48.15508041710386, 16.38005861273458 48.15508525182492, 16.38007599916086 48.15454297400855, 16.380479422847714 48.154542818794, 16.38051847259082 48.15428480680184, 16.380882612736244 48.154272721410585, 16.380914407771442 48.15388810225437, 16.381621604394443 48.154248542022025, 16.38157236862225 48.15509182906556))",Park Fingerg*,L,Park Fingergasse,Parkanlage Fingergasse,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,474.14270359,10340.19533235,
OEFFGRUENFLOGD.3501,3501,"POLYGON ((16.488756210647175 48.212130274433264, 16.488372666545946 48.212207240487025, 16.488095982515368 48.21160951477451, 16.48846844200323 48.21152886453817, 16.488756210647175 48.212130274433264))",Lumbyepark,L,Lumbyepark,Lumbyepark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,198.64336618,2056.75763993,
OEFFGRUENFLOGD.3502,3502,"POLYGON ((16.45543136102048 48.27021961721948, 16.454014663882948 48.270296834227885, 16.45327591101252 48.270451147434976, 16.453183031303766 48.27006837243204, 16.45537849161928 48.2699043674535, 16.45543136102048 48.27021961721948))",Park Kurze Z*,L,Park Kurze Zwerchäcker,Parkanlage Kurze Zwerchäcker,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,405.37359099,5719.57992063,
