FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
,,POINT (16.290090598552702 48.3162449434162),,,402,,,,
,,POINT (16.31305148720521 48.317135016272736),,,"1, 403",,,,
,,POINT (16.277972475169463 48.32430911668083),,,402,,,,
,,POINT (16.317066957078772 48.31252303462762),,,"1, 402, 403",,,,
,,POINT (16.325861408989574 48.309762839756836),,,"1, 106, 2, 400, 401, 402, 403, 404, 406, 413, SV810",,,,
,,POINT (16.334018043162764 48.29787778813743),,,"2, 400, 401, 413, SV810",,,,
,,POINT (16.306619528483466 48.32176460064255),,,403,,,,
,,POINT (16.329122266038173 48.343341476351775),,,"1, 105, 2, 3, 830, 831, 832, 850, 853, 857, 858, R 21170, R 21222, REX 2213, REX3, S3, S4, SV903",,,,
,,POINT (16.549423786494764 48.204912722597705),,,"26A, 550, 551, 552, 553",,,,
,,POINT (16.56591678630148 48.195530251228874),,,"550, 552, 553",,,,
,,POINT (16.61798296814343 48.258826799504284),,,"540, 551, 554",,,,
,,POINT (16.46952817861591 48.297638557753935),,,"510, 512, 513",,,,
,,POINT (16.317704177957353 48.04792849702776),,,263,,,,
,,POINT (16.54742948421592 48.19930865097603),,,551,,,,
,,POINT (16.11275454672271 48.08021494408361),,,252,,,,
,,POINT (16.10073528203034 48.11459819158301),,,"250, 251, 252",,,,
,,POINT (16.24695370401783 48.31378369746589),,,"400, 404, 406",,,,
,,POINT (16.244438515921473 48.3138971991828),,,"400, 404, 405, 406",,,,
,,POINT (16.24056673844693 48.31503229759787),,,"400, 404, 405, 406",,,,
,,POINT (16.25052898332542 48.31268439843056),,,"400, 404, 405, 406",,,,
,,POINT (16.2577514401348 48.308914509603845),,,"142, 400, 404, 405, 406",,,,
,,POINT (16.236102165745866 48.317714588918186),,,"400, 404, 405, 406",,,,
,,POINT (16.255981753955844 48.31094590145413),,,"400, 404, 405, 406",,,,
,,POINT (16.284996623509485 48.041814757600385),,,"263, R 21222, R3, S1, S2, S3, S4, SV510",,,,
,,POINT (16.29282987780125 48.038126968051664),,,263,,,,
,,POINT (16.106574858920965 48.389773071412506),,,"800, 842",,,,
,,POINT (16.289497198927446 48.04021116069137),,,"263, 303, 329",,,,
,,POINT (16.280226554583855 48.0456164446408),,,263,,,,
,,POINT (16.283200037307843 48.043946849395276),,,263,,,,
,,POINT (16.32311196831862 48.0557527542198),,,"263, 301",,,,
,,POINT (16.307220831987273 48.04953789891646),,,"263, 303, SV510",,,,
,,POINT (16.31334729582635 48.04653520718538),,,301,,,,
,,POINT (16.318979775856956 48.05028848445618),,,"223, 263, 301",,,,
,,POINT (16.31173930720438 48.04830680050696),,,"221, 263, 301, 329, WLB",,,,
,,POINT (16.45840661759923 48.06018370078357),,,"226, 246",,,,
,,POINT (16.225690240004766 48.09999213785335),,,"256, 261, 262",,,,
,,POINT (16.588490909431442 48.02540944035227),,,"227, 247, 248, SV700",,,,
,,POINT (16.58188831754925 48.01448589959929),,,"227, 247, 248",,,,
,,POINT (16.592236846949085 48.005152834061526),,,"247, 248",,,,
,,POINT (16.457266316685377 48.333416999376986),,,"500, 505, 853, G3",,,,
,,POINT (16.401597989125996 48.3335006524687),,,853,,,,
,,POINT (16.46006010765833 48.335626585888456),,,"500, 505",,,,
,,POINT (16.406044667080227 48.333112450298835),,,853,,,,
,,POINT (16.412701147694392 48.33924531471268),,,"501, 853",,,,
,,POINT (16.409763647865113 48.33305874654665),,,"501, 853",,,,
,,POINT (16.394339627048442 48.33431285607772),,,853,,,,
,,POINT (16.404077347205256 48.31963791633458),,,501,,,,
,,POINT (16.455200221778206 48.331237211120296),,,"502, 513",,,,
,,POINT (16.192327297570007 48.23447412905946),,,"450, 458",,,,
,,POINT (16.19401608622581 48.23321763311264),,,450,,,,
,,POINT (16.467974182144683 48.34184264811891),,,"500, 505",,,,
,,POINT (16.37202575911169 48.390470709981116),,,858,,,,
,,POINT (16.37514284366574 48.390661605720084),,,"857, 858",,,,
,,POINT (16.24310000411304 48.30507854237513),,,405,,,,
,,POINT (16.2324999434742 48.299276280138045),,,405,,,,
,,POINT (16.23758432602502 48.3028317586654),,,405,,,,
,,POINT (16.17058771990501 48.013855403343115),,,306,,,,
,,POINT (16.137206576257398 48.05641343287446),,,"265, 308",,,,
,,POINT (16.12969671065368 48.055344645870285),,,"265, 308",,,,
,,POINT (16.140009516936136 48.172387676369404),,,"253, 453, 458",,,,
,,POINT (16.35803842016321 48.112150950888434),,,"266, 268",,,,
,,POINT (16.362386297817682 48.11152714915876),,,"266, 268",,,,
,,POINT (16.426687337244033 48.08974419065878),,,"216, 217, 226, 227",,,,
,,POINT (16.44466252214795 48.07719583282496),,,"226, 227, 246",,,,
,,POINT (16.441195044066887 48.0798425239237),,,"218, 226, 227, 246",,,,
,,POINT (16.44011705518123 48.081991114915546),,,"216, 217, 218, 226, 227, 246",,,,
,,POINT (16.439973366155463 48.08691189147429),,,218,,,,
,,POINT (16.43813176877363 48.084349505088845),,,"216, 217, 226, 227",,,,
,,POINT (16.431960406444357 48.087625995994216),,,"216, 217, 226, 227",,,,
,,POINT (16.443997752995585 48.09022427153087),,,218,,,,
,,POINT (16.232337759486686 48.077802237380055),,,"260, 264, 265",,,,
,,POINT (16.24270422599759 48.08584398875491),,,"260, 264, 265",,,,
,,POINT (16.238131841862046 48.08299950674114),,,"260, 264, 265",,,,
,,POINT (16.247842602636844 48.086942079015635),,,"260, 264, 265",,,,
,,POINT (16.25439127367579 48.08834026560321),,,"260, 264, 265",,,,
,,POINT (16.234835053052603 48.080815021248675),,,"260, 264, 265",,,,
,,POINT (16.25655615640805 48.085195878948916),,,"264, 265",,,,
,,POINT (16.23390974664939 48.07558744690725),,,"260, 265",,,,
,,POINT (16.217785523904098 48.30310067670367),,,"405, 415",,,,
,,POINT (16.2117219318531 48.29339562904927),,,405,,,,
,,POINT (16.21602492400264 48.29977229391407),,,"405, 415",,,,
,,POINT (16.21470432529934 48.29705910792373),,,"405, 415",,,,
,,POINT (16.216833323335983 48.3010868866834),,,"405, 415",,,,
,,POINT (16.210069048365924 48.29713081215795),,,"405, 415",,,,
,,POINT (16.13977610908442 48.259287762505686),,,449,,,,
,,POINT (16.181762912168562 48.12624395615763),,,"250, 254",,,,
,,POINT (16.18736839056559 48.12930193562285),,,"250, 254",,,,
,,POINT (16.17586103233847 48.12285007818811),,,"250, 254",,,,
,,POINT (16.25528958778088 48.09675242425481),,,"258, 261, 262",,,,
,,POINT (16.11518014800237 48.13117259837651),,,"250, 251, 252",,,,
,,POINT (16.1246304129244 48.13636456355837),,,"250, 251, 252",,,,
,,POINT (16.108191282286832 48.13132250446274),,,"250, 251, 252",,,,
,,POINT (16.28489849222083 48.34767009795361),,,403,,,,
,,POINT (16.27955351995645 48.348529899667845),,,403,,,,
,,POINT (16.27558304277447 48.34963429825677),,,403,,,,
,,POINT (16.272555657879014 48.34988509950613),,,"403, 413, SV810",,,,
,,POINT (16.3213962187587 48.07489116415862),,,"209, 219, 301, 309",,,,
,,POINT (16.21149732416637 48.289265648269826),,,405,,,,
,,POINT (16.33347855868046 48.074879152409345),,,"219, 301",,,,
,,POINT (16.326839981752688 48.07038938058562),,,"209, 219, 301, 309",,,,
,,POINT (16.32894205848866 48.06459040607593),,,"209, 219, 301, 309",,,,
,,POINT (16.31921333035246 48.07544336369974),,,"209, 219, 301, 309",,,,
,,POINT (16.32376780552059 48.074290964611755),,,"209, 219, 301, 309, B99",,,,
,,POINT (16.335526637018713 48.06901467879586),,,"209, 219, 301, 309, B99",,,,
,,POINT (16.33328084268476 48.06687169074176),,,"209, 219",,,,
,,POINT (16.336874119639972 48.06444639899233),,,"209, 219, 301, 309",,,,
,,POINT (16.334772051347237 48.074080855460515),,,"209, 219, 301, 309",,,,
,,POINT (16.10220867103952 48.20374566398025),,,"408, 452",,,,
,,POINT (16.115943792100456 48.19893777356287),,,"408, 452",,,,
,,POINT (16.108667534259613 48.20167406770188),,,"408, 452",,,,
,,POINT (16.27739284391473 48.196632305979634),,,"47A, 52, 60",,,,
,,POINT (16.279162542454618 48.20135058239645),,,47A,,,,
,,POINT (16.404539718499503 48.19307534342858),,,"18, 80A",,,,
,,POINT (16.362696514687688 48.25951475267289),,,"38B, D",,,,
,,POINT (16.36046860708949 48.17431046063195),,,7A,,,,
,,POINT (16.328479868297876 48.24907762348533),,,39A,,,,
,,POINT (16.328381067308776 48.24828202766123),,,39A,,,,
,,POINT (16.38704070033225 48.26264852292828),,,"34A, 36A, 36B",,,,
,,POINT (16.372137671460372 48.189955278184726),,,"13A, N66",,,,
,,POINT (16.439519997972706 48.23002204595347),,,93A,,,,
,,POINT (16.37169760290433 48.2829233348869),,,34A,,,,
,,POINT (16.39988652937321 48.18501438502209),,,74A,,,,
,,POINT (16.286986759755763 48.170015026965444),,,"10, 49, 56A, 60, 62, N60, N62",,,,
,,POINT (16.355375239472195 48.251350696390766),,,37,,,,
,,POINT (16.201705641175163 48.22963924268909),,,450,,,,
,,POINT (16.325470377909106 48.17420858310595),,,"7A, 8A",,,,
,,POINT (16.316433421982417 48.1742265884048),,,"63A, 8A",,,,
,,POINT (16.37230840004451 48.21116287766234),,,"1A, 3A",,,,
,,POINT (16.324724799263244 48.18639192523779),,,57A,,,,
,,POINT (16.42562324314498 48.28549968942623),,,32A,,,,
,,POINT (16.297146569758226 48.14111815872535),,,"60A, 61A",,,,
,,POINT (16.297254524462875 48.25169163032162),,,"35A, 43B, N35",,,,
,,POINT (16.472460965293735 48.17844967100193),,,79A,,,,
,,POINT (16.343778079437932 48.239559759335854),,,10A,,,,
,,POINT (16.3212395240833 48.263970157361825),,,38A,,,,
,,POINT (16.32999798157611 48.26400605180211),,,38A,,,,
,,POINT (16.373646854080736 48.18241501354527),,,"1, 18, O",,,,
,,POINT (16.340930280103485 48.15786975098248),,,"1155, 1158, 16A, 209, 303, 309, 311, 65A, 7940, 7941, B01, B05, B23, B24, B25, N65",,,,
,,POINT (16.37012551456588 48.213557367268336),,,3A,,,,
,,POINT (16.280770354599284 48.14455285231196),,,"66A, N66",,,,
,,POINT (16.341855680976412 48.233899587842636),,,"37A, 40A",,,,
,,POINT (16.22629691975913 48.215167649687146),,,"49A, 50B",,,,
,,POINT (16.39082258929462 48.19657243561759),,,77A,,,,
,,POINT (16.450308722602045 48.21327591914969),,,"92A, 93A, N91",,,,
,,POINT (16.391945407255758 48.21357525363592),,,"80A, O",,,,
,,POINT (16.38295324941455 48.13990121025292),,,16A,,,,
,,POINT (16.30784551795418 48.14088435264754),,,61A,,,,
,,POINT (16.242938084257418 48.204410123214416),,,"450, 49A",,,,
,,POINT (16.4161236472537 48.30109869308009),,,"30A, 501, 510",,,,
,,POINT (16.450200962752916 48.24213228091601),,,94A,,,,
,,POINT (16.479153428076412 48.17451998577673),,,79A,,,,
,,POINT (16.256695757505884 48.20546377687983),,,"43B, 52A, 52B",,,,
,,POINT (16.3914962747454 48.18793707627988),,,18,,,,
,,POINT (16.25954340920986 48.18040849476393),,,"54A, 54B",,,,
,,POINT (16.478560616934885 48.23748348551118),,,"95A, 95B, N23, N24",,,,
,,POINT (16.32172449254612 48.24325105534693),,,"35A, N35",,,,
,,POINT (16.353407922935055 48.23304988486015),,,"35A, 37, 37A, 38, N35, N36, N38, N8",,,,
,,POINT (16.266172852480405 48.16371817032158),,,56A,,,,
,,POINT (16.381911362434852 48.217747339940786),,,5A,,,,
,,POINT (16.2921610534327 48.18295406188209),,,"10, 49, 60, N60",,,,
,,POINT (16.236128834920372 48.212414191041695),,,"450, 49A, 50B",,,,
,,POINT (16.26865226258937 48.17921649421294),,,"54A, 54B",,,,
,,POINT (16.41899359813231 48.229411660954284),,,"92A, 92B, N90",,,,
,,POINT (16.276593328800033 48.18233117416423),,,54B,,,,
,,POINT (16.39446072082766 48.23194886424895),,,"11A, 11B",,,,
,,POINT (16.39186468552521 48.26907088901498),,,"26, 36A, 36B, 850, N20",,,,
,,POINT (16.276746028766176 48.1834691693544),,,54B,,,,
,,POINT (16.46173532395543 48.25479581369552),,,"27A, N25",,,,
,,POINT (16.407854587262946 48.255017145927965),,,"25, 26, N20",,,,
,,POINT (16.331659700565705 48.14072253891175),,,65A,,,,
,,POINT (16.38907972782983 48.14634497576775),,,19A,,,,
,,POINT (16.392125157982 48.250584977163385),,,"30, 31, 33",,,,
,,POINT (16.530986074324755 48.247259007057195),,,89A,,,,
,,POINT (16.32518301208994 48.198033469210245),,,"12A, 49, N49",,,,
,,POINT (16.327725241662527 48.227909724721464),,,"10A, 42A",,,,
,,POINT (16.44466745122968 48.28677887219453),,,32A,,,,
,,POINT (16.375254918520923 48.23459966387697),,,5A,,,,
,,POINT (16.460890748030653 48.197422587633845),,,92B,,,,
,,POINT (16.4325401141269 48.216861412680046),,,"92A, 92B, N90",,,,
,,POINT (16.48840602952354 48.20872641699242),,,93A,,,,
,,POINT (16.53129146921224 48.2443457206377),,,89A,,,,
,,POINT (16.334983632225196 48.246666931452815),,,39A,,,,
,,POINT (16.356399228614137 48.175604356988465),,,"1, 7A",,,,
,,POINT (16.543301872103473 48.21690324464179),,,98A,,,,
,,POINT (16.279845178943827 48.158061588493034),,,58B,,,,
,,POINT (16.358330569306055 48.139595527621694),,,"120, 200, 210, N67",,,,
,,POINT (16.27255987114596 48.19888969845466),,,"49, 52, 60, N49",,,,
,,POINT (16.402401742796478 48.203571794673074),,,80A,,,,
,,POINT (16.40272514065631 48.202931197457396),,,80A,,,,
,,POINT (16.230999549563975 48.207834618263455),,,"450, 451, 453, 50A, N49",,,,
,,POINT (16.418957607942456 48.1650241684664),,,72A,,,,
,,POINT (16.342134196762185 48.24578753093052),,,39A,,,,
,,POINT (16.379836309426913 48.24383731690075),,,"11B, 2, 30, 31, 33, 5A, N29, N31, N8",,,,
,,POINT (16.40489919006775 48.24588919100609),,,20A,,,,
,,POINT (16.404926087637435 48.24484829599524),,,20A,,,,
,,POINT (16.359255887361588 48.15555665099416),,,"11, N65",,,,
,,POINT (16.322505951411053 48.14462472539843),,,"64A, N64",,,,
,,POINT (16.47296413090001 48.22694613994235),,,22A,,,,
,,POINT (16.369514611115612 48.20909168846513),,,"1A, 2A",,,,
,,POINT (16.308698955322864 48.171111407848684),,,"63A, 8A",,,,
,,POINT (16.400326629522443 48.18623017867017),,,74A,,,,
,,POINT (16.282279666422344 48.229878543759796),,,44A,,,,
,,POINT (16.379503869404687 48.213880560173855),,,"1, 2, N29",,,,
,,POINT (16.33784920064008 48.2341328889734),,,"37A, 40A",,,,
,,POINT (16.30515055283169 48.15710877743017),,,"62A, 64A, N65",,,,
,,POINT (16.54425407063086 48.21912983331447),,,98A,,,,
,,POINT (16.20508332084951 48.22799954749707),,,450,,,,
,,POINT (16.3753626390723 48.249364792767),,,5A,,,,
,,POINT (16.416163833924035 48.17400482702777),,,"15A, N6",,,,
,,POINT (16.332935432119122 48.23879986953971),,,40A,,,,
,,POINT (16.28205500649774 48.18568525504308),,,10,,,,
,,POINT (16.477087290355218 48.14009295147544),,,218,,,,
,,POINT (16.47034529370558 48.12208219456321),,,218,,,,
,,POINT (16.474450588820634 48.129061856565265),,,218,,,,
,,POINT (16.484403891035626 48.152793733934296),,,279,,,,
,,POINT (16.47215089102715 48.12505047802065),,,218,,,,
,,POINT (16.47717250207323 48.141513595322046),,,279,,,,
,,POINT (16.475950801405684 48.13827061130791),,,218,,,,
,,POINT (16.476085506673293 48.14112399748285),,,"171, 217, 218, 266, 272, 279, 71A",,,,
,,POINT (16.613051043231167 48.14364145359152),,,553,,,,
,,POINT (16.168153735527856 48.243382810066194),,,"450, 458",,,,
,,POINT (16.388249258606375 48.380973139113195),,,857,,,,
,,POINT (16.50025049977612 48.33095046955058),,,"513, REX 24212, REX 24312, REX2, S2, S7",,,,
,,POINT (16.494294728323858 48.33072947644887),,,513,,,,
,,POINT (16.48185309481763 48.333195976426126),,,"502, 513",,,,
,,POINT (16.48603927431203 48.3330884732027),,,513,,,,
,,POINT (16.47977799995502 48.33092658945325),,,"502, 513",,,,
,,POINT (16.51320423990848 48.37853273028608),,,"501, 514, 515, 530, 531, G3",,,,
,,POINT (16.512108345284346 48.378705830116),,,"105, 500, 501, 502, 505, 514, 515, 516, 530, 531, G3, REX 24212, REX 24312, REX 27345, REX2, S2, S7",,,,
,,POINT (16.512530550289394 48.38141451727601),,,"500, 505, 514, 515",,,,
,,POINT (16.50702388094692 48.38347291250147),,,501,,,,
,,POINT (16.52388519243363 48.38041821113931),,,"501, 514, 515, 531",,,,
,,POINT (16.168557841512847 48.15628192535413),,,253,,,,
,,POINT (16.247546145877568 48.10604488789143),,,"256, 258",,,,
,,POINT (16.264667988787984 48.11785461451799),,,"256, 257, 258",,,,
,,POINT (16.261110714889533 48.12214839788811),,,"1, 206, 255, 257, 259",,,,
,,POINT (16.22253327067814 48.38071076138695),,,1,,,,
,,POINT (16.26162248108418 48.01613870304776),,,"301, 302, 303",,,,
,,POINT (16.25930488973498 48.014402114217916),,,"301, 302, 303",,,,
,,POINT (16.438994846772474 48.39799230911794),,,501,,,,
,,POINT (16.442525229000577 48.397956505884),,,501,,,,
,,POINT (16.43078420033429 48.3584034054399),,,853,,,,
,,POINT (16.566446370556775 48.003746465486515),,,"227, 248",,,,
,,POINT (16.5680632681619 48.006583249897254),,,"227, 248",,,,
,,POINT (16.221913373088356 48.37966666665726),,,1,,,,
,,POINT (16.326947921929467 48.1350933716111),,,268,,,,
,,POINT (16.326552717193113 48.13187388768494),,,268,,,,
,,POINT (16.310472858448414 48.11464598524233),,,207,,,,
,,POINT (16.333227065682383 48.12319772202787),,,"266, 268",,,,
,,POINT (16.172968630512646 48.206451681391364),,,"451, 452, 453, 458",,,,
,,POINT (16.327208397623195 48.124504922143295),,,"266, 268",,,,
,,POINT (16.31992310221192 48.11039359653388),,,"207, B99",,,,
,,POINT (16.340835823835047 48.12109292464827),,,"266, 268",,,,
,,POINT (16.35417574425409 48.11417814501423),,,"200, 210, 266, 268",,,,
,,POINT (16.33866193678904 48.12194442295436),,,"266, 268",,,,
,,POINT (16.316904833682297 48.11816036200395),,,207,,,,
,,POINT (16.317623447173737 48.125932024430426),,,"266, 268, SEV 207",,,,
,,POINT (16.31787964820475 48.126057917560395),,,"61A, 61B",,,,
,,POINT (16.320354332322253 48.12498462619957),,,"266, 268",,,,
,,POINT (16.319653639218632 48.12682551842445),,,SEV 303,,,,
,,POINT (16.136802371004414 48.098984330248136),,,"249, 251, 255",,,,
,,POINT (16.134089503392868 48.10777859118979),,,"249, 251, 255",,,,
,,POINT (16.13660478092596 48.103045710775014),,,"249, 251, 255",,,,
,,POINT (16.14366552284503 48.09228255567052),,,"249, 251, 255",,,,
,,POINT (16.148255795655025 48.08996046230803),,,"249, 251, 255",,,,
,,POINT (16.212709656382994 48.078672452758624),,,264,,,,
,,POINT (16.188805563615993 48.07428509696503),,,264,,,,
,,POINT (16.18524828253757 48.075143396452994),,,264,,,,
,,POINT (16.13702693562415 48.08331770502331),,,252,,,,
,,POINT (16.106816787447784 48.084974026571416),,,252,,,,
,,POINT (16.163158792725465 48.07597771446041),,,"249, 251, 252, 255, 264",,,,
,,POINT (16.234440434278113 48.39079304200353),,,"830, 831",,,,
,,POINT (16.637539421955232 48.37455272925341),,,"520, 531, 532",,,,
,,POINT (16.40642194545341 48.32419559199577),,,501,,,,
,,POINT (16.320628759500064 48.35914360379922),,,1,,,,
,,POINT (16.12683163450768 48.33267082409648),,,406,,,,
,,POINT (16.11985176754558 48.33238413278115),,,"406, 413, SV810",,,,
,,POINT (16.10747302470289 48.330717952640235),,,406,,,,
,,POINT (16.100205759360417 48.33021626187379),,,406,,,,
,,POINT (16.115054791578235 48.33250363634567),,,406,,,,
,,POINT (16.35391558739306 48.317093176883574),,,850,,,,
,,POINT (16.353933563714055 48.30626742903108),,,"856, R 21222, R3, REX3, S3, S4, SV903",,,,
,,POINT (16.363150219033127 48.3064766189431),,,850,,,,
,,POINT (16.367614893327776 48.30465412300604),,,850,,,,
,,POINT (16.35803884940611 48.30898011140245),,,850,,,,
,,POINT (16.35407727545999 48.31208090112864),,,850,,,,
,,POINT (16.3731124601887 48.30182773128503),,,"850, 856",,,,
,,POINT (16.438042017902514 48.106512599376046),,,217,,,,
,,POINT (16.133765964892227 48.043928995995984),,,"306, 308",,,,
,,POINT (16.100843202243432 48.16987152693619),,,"250, 253, 458",,,,
,,POINT (16.614991383192063 48.16650994292568),,,553,,,,
,,POINT (16.61509919239387 48.171171020114976),,,"550, 553",,,,
,,POINT (16.61373380542091 48.17413040745493),,,"550, 553",,,,
,,POINT (16.61861157252995 48.1694576251895),,,550,,,,
,,POINT (16.17738825610004 48.18213959311445),,,452,,,,
,,POINT (16.168468038351048 48.19994371754785),,,452,,,,
,,POINT (16.174648424357212 48.207283876360634),,,"447, 451, 452, 453, 457, 458",,,,
,,POINT (16.172744043894998 48.21227055427868),,,"447, 451, 458",,,,
,,POINT (16.17004013688986 48.20293140107474),,,"451, 452, 453, 457, 458",,,,
,,POINT (16.177127814000528 48.20806816976918),,,"451, 452, 453, 458",,,,
,,POINT (16.16206317156766 48.20071011941346),,,"452, 453, 457, 458",,,,
,,POINT (16.16956401820401 48.19334494778259),,,452,,,,
,,POINT (16.19888490131278 48.20505076281214),,,"451, 453, SV110",,,,
