FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
,,POINT (16.295808102677054 48.159319972600116),,,63A,,,,
,,POINT (16.40269834489348 48.277758240497484),,,"30A, 31A, 32A",,,,
,,POINT (16.529387035512045 48.212737172197485),,,"26A, 88A, 88B, 99A, 99B, N26",,,,
,,POINT (16.455923183510397 48.20496075474355),,,"93A, N91",,,,
,,POINT (16.317241863253127 48.20630793495989),,,"10A, 12A, 48A",,,,
,,POINT (16.318984645224468 48.19948246632666),,,10A,,,,
,,POINT (16.373709736257446 48.24203062888616),,,"37A, N8",,,,
,,POINT (16.300497368032534 48.1517212058297),,,"62A, 64A, N65",,,,
,,POINT (16.262543648844527 48.148155146476654),,,N60,,,,
,,POINT (16.306039941819723 48.15229649952778),,,64A,,,,
,,POINT (16.42071838676704 48.22814896584361),,,"92A, 92B, N90",,,,
,,POINT (16.326018455259184 48.231649708130384),,,"40, 9",,,,
,,POINT (16.37684028515236 48.18431358797819),,,"69A, VAL 1",,,,
,,POINT (16.495767806438703 48.277285829632696),,,"25A, 25B, 511, 520",,,,
,,POINT (16.46212149673856 48.236394601599024),,,"22A, 86A, 87A, 95A, N23, N24",,,,
,,POINT (16.284219945775046 48.150073023603184),,,"56A, 58B, 60A",,,,
,,POINT (16.30948039754361 48.13209579339622),,,N64,,,,
,,POINT (16.378219236757825 48.1856551953835),,,69A,,,,
,,POINT (16.46505895424805 48.21644249485086),,,92A,,,,
,,POINT (16.377608382710587 48.21699314631781),,,5A,,,,
,,POINT (16.53869351754772 48.233372868484395),,,99A,,,,
,,POINT (16.422901334311515 48.2698840659385),,,"28A, 29B, 31A",,,,
,,POINT (16.315912313864757 48.166636025000905),,,"16A, 64B",,,,
,,POINT (16.293616368515192 48.198722085733266),,,51A,,,,
,,POINT (16.475344536467965 48.167372822267076),,,"73A, 76B, 79A, 79B",,,,
,,POINT (16.23331713443967 48.20620022346486),,,"450, 451, 453, 50A, N49",,,,
,,POINT (16.456924909281568 48.28352103762563),,,510,,,,
,,POINT (16.329638537849984 48.160512345827634),,,"16A, N65",,,,
,,POINT (16.45281958927286 48.26522582886287),,,"28A, 520, U1",,,,
,,POINT (16.276269897610444 48.15958958317937),,,"60, N60",,,,
,,POINT (16.321401101982392 48.24912552758222),,,39B,,,,
,,POINT (16.499257718507685 48.2391707649567),,,"95A, 97A",,,,
,,POINT (16.44059792045747 48.17734749623769),,,"76A, 76B",,,,
,,POINT (16.492996430982547 48.22575523320977),,,"84A, N84",,,,
,,POINT (16.40628709853619 48.30228189687467),,,"501, 510",,,,
,,POINT (16.409188630415695 48.27769241096109),,,501,,,,
,,POINT (16.512408939439975 48.22867550687448),,,"84A, 89A, 99A, 99B, N84",,,,
,,POINT (16.511869946244275 48.23143419413924),,,"84A, 89A, 99A, 99B, N84",,,,
,,POINT (16.397110688325377 48.14530797588908),,,"17A, 68B, 70A, N68",,,,
,,POINT (16.295026576067315 48.137629275900395),,,64A,,,,
,,POINT (16.425991501252316 48.256249229007146),,,27B,,,,
,,POINT (16.426386800495898 48.25763082249188),,,27B,,,,
,,POINT (16.468778062252092 48.23526370220528),,,22A,,,,
,,POINT (16.471571744635995 48.23275661234415),,,22A,,,,
,,POINT (16.299212784772887 48.15845107438787),,,63A,,,,
,,POINT (16.452217725715716 48.280352756726096),,,510,,,,
,,POINT (16.45727519961412 48.27952775579014),,,510,,,,
,,POINT (16.407872543168974 48.223463096369116),,,11A,,,,
,,POINT (16.265939339656523 48.153710917674765),,,"56A, 60A",,,,
,,POINT (16.410554071781544 48.29980790419483),,,"501, 510",,,,
,,POINT (16.406080495537484 48.300441405658894),,,510,,,,
,,POINT (16.423619921699224 48.26347969634327),,,"29B, N30",,,,
,,POINT (16.486618504450792 48.25680548903755),,,"28A, 85A",,,,
,,POINT (16.45289588642773 48.26862835310509),,,"29B, N25",,,,
,,POINT (16.296239372792105 48.21168972226571),,,"46A, 46B",,,,
,,POINT (16.32105966777278 48.15194289136085),,,"64A, 64B, 66A, 67B, N64, N66, N8",,,,
,,POINT (16.3646727385954 48.21176157886553),,,1A,,,,
,,POINT (16.352392699257905 48.140788425666074),,,"17A, N67",,,,
,,POINT (16.350676927966855 48.155119158188654),,,11,,,,
,,POINT (16.333204836130054 48.17147679104325),,,"15A, 7A, N62",,,,
,,POINT (16.346940155490074 48.233133687792524),,,"35A, 37A, 40A, N35",,,,
,,POINT (16.371320246965457 48.24074433647678),,,37A,,,,
,,POINT (16.487094547747184 48.217142777554436),,,92A,,,,
,,POINT (16.375461574202607 48.27476897199533),,,34A,,,,
,,POINT (16.32859653835737 48.1570607626252),,,"16A, N65",,,,
,,POINT (16.227967814451716 48.21656234165209),,,49A,,,,
,,POINT (16.3340313375812 48.17490947396509),,,"59A, 62A, 8A",,,,
,,POINT (16.33756165702774 48.20144034536817),,,"18, 49, 6, 9, N49, N8",,,,
,,POINT (16.390085849835685 48.16515008595483),,,"68A, 68B, N68",,,,
,,POINT (16.264699649578073 48.156281806733915),,,56A,,,,
,,POINT (16.24875915417921 48.20377552048486),,,"450, 451, 49A, 50A, N49",,,,
,,POINT (16.264367245087744 48.1518290281427),,,"56A, 60A, N60, N61",,,,
,,POINT (16.468741954578345 48.15724647481591),,,"11, 71, 71B, 79A, 79B, N71",,,,
,,POINT (16.420255820011178 48.297955403910464),,,"150, 151, 30, 31, 500, 501, 502, 505, 510, G3, N31",,,,
,,POINT (16.43644343781914 48.296329796144626),,,510,,,,
,,POINT (16.410347478069372 48.30200699426596),,,"501, 510",,,,
,,POINT (16.239811914489284 48.2112527935865),,,"450, 49A, 50B",,,,
,,POINT (16.35463852779002 48.168415392018524),,,"1, 15A, 65A",,,,
,,POINT (16.438621723919574 48.245147373686784),,,"22A, 94A, N25",,,,
,,POINT (16.40281515203595 48.283664612808046),,,"30A, 32A",,,,
,,POINT (16.406866406694533 48.19329084079535),,,80A,,,,
,,POINT (16.43860370737221 48.233654228938775),,,93A,,,,
,,POINT (16.385863837611925 48.14210119786019),,,"17A, N17",,,,
,,POINT (16.460809909289296 48.16883472440243),,,76B,,,,
,,POINT (16.321661613614577 48.18685312497485),,,57A,,,,
,,POINT (16.37774316518638 48.20460160484664),,,"1, 2, 71",,,,
,,POINT (16.331749625165134 48.230034012198104),,,"40, 41, N41",,,,
,,POINT (16.410944681010584 48.18928455734104),,,80A,,,,
,,POINT (16.344110350940888 48.148346894848686),,,"66A, 67A, 67B, N66",,,,
,,POINT (16.35001233448298 48.228968906405726),,,"37A, 40, 40A, 41, 42",,,,
,,POINT (16.332917461592356 48.188206611137055),,,"12A, 57A, N8",,,,
,,POINT (16.354872173670948 48.20250012954218),,,"49, N49",,,,
,,POINT (16.260738102670544 48.18051629313367),,,"54A, 54B",,,,
,,POINT (16.293230052859894 48.18694294198381),,,"10, N54",,,,
,,POINT (16.301764078147034 48.234946707882735),,,42A,,,,
,,POINT (16.48854084500767 48.22018926220257),,,97A,,,,
,,POINT (16.394065508874572 48.22179931291444),,,82A,,,,
,,POINT (16.45840252168489 48.2419946771474),,,"22A, 26E, 87A",,,,
,,POINT (16.500470429194802 48.2512967062642),,,"24A, N24",,,,
,,POINT (16.501593325236684 48.25258869947142),,,"24A, 28A, 89A, 97A",,,,
,,POINT (16.473628980112654 48.26538135612074),,,"27A, 87A",,,,
,,POINT (16.378497713418497 48.170248668363236),,,7A,,,,
,,POINT (16.421948999595376 48.16924814667326),,,"69A, 72A, 73A",,,,
,,POINT (16.414457043753153 48.17489742364379),,,"11, N6",,,,
,,POINT (16.278641468136247 48.21808860302325),,,"46A, 46B",,,,
,,POINT (16.309705108957264 48.21294080819515),,,"45A, 46A, 46B",,,,
,,POINT (16.346329165872085 48.16657010570112),,,"65A, 7B",,,,
,,POINT (16.344739174718878 48.1678522009247),,,7B,,,,
,,POINT (16.418104389553573 48.29299505865462),,,"30, 31, N31",,,,
,,POINT (16.349850501801406 48.13302506384073),,,67B,,,,
,,POINT (16.339421256879287 48.208205611693025),,,5,,,,
,,POINT (16.339340358731224 48.208672609915574),,,5,,,,
,,POINT (16.34835041505379 48.20966039945948),,,"13A, 2, N71",,,,
,,POINT (16.34720943890517 48.150174883929296),,,16A,,,,
,,POINT (16.301907718322656 48.191829812957025),,,51A,,,,
,,POINT (16.241635501846417 48.20945090056639),,,"450, 49A, 50B",,,,
,,POINT (16.25997008716393 48.24426211633094),,,445,,,,
,,POINT (16.270426435479607 48.24385530828073),,,445,,,,
,,POINT (16.263626272326196 48.24563210608875),,,445,,,,
,,POINT (16.338774442977176 48.19550657247474),,,"18, 49, 5, 52, 60, N54",,,,
,,POINT (16.379090769681568 48.28513512032261),,,34A,,,,
,,POINT (16.448152811545786 48.26996774976013),,,"28A, 29A, 29B, N25",,,,
,,POINT (16.447515014372627 48.27019494952717),,,"28A, 29A, 29B",,,,
,,POINT (16.449473386615157 48.257074610451596),,,"25A, 27A, N25, U1",,,,
,,POINT (16.34811684477446 48.23023150108396),,,"35A, 37A, N35",,,,
,,POINT (16.42836285893048 48.162609573589776),,,"11, 69A, 71, N71",,,,
,,POINT (16.31467273202965 48.174705787155816),,,"63A, 8A",,,,
,,POINT (16.391648918083824 48.14783736733702),,,19A,,,,
,,POINT (16.476009395714655 48.21315620312221),,,92A,,,,
,,POINT (16.471239321239768 48.21420380125879),,,92A,,,,
,,POINT (16.48386066064233 48.214999889674495),,,98A,,,,
,,POINT (16.489528930905955 48.21364109316865),,,98A,,,,
,,POINT (16.495772198876676 48.212198495729524),,,98A,,,,
,,POINT (16.49756888695317 48.210707902027885),,,98A,,,,
,,POINT (16.500254774516545 48.2102948025563),,,98A,,,,
,,POINT (16.50017397212283 48.209187307317976),,,98A,,,,
,,POINT (16.503470757184186 48.20983990206491),,,98A,,,,
,,POINT (16.503291056744683 48.20873840744557),,,98A,,,,
,,POINT (16.507270636435145 48.20813370815762),,,98A,,,,
,,POINT (16.51056741892092 48.207127910655025),,,98A,,,,
,,POINT (16.51057642067251 48.2084809040906),,,98A,,,,
,,POINT (16.506659740705132 48.20939090241744),,,98A,,,,
,,POINT (16.518122180236556 48.20611621106466),,,"88B, 98A",,,,
,,POINT (16.484642165426724 48.22100326032451),,,97A,,,,
,,POINT (16.338356600884143 48.196853865783105),,,"N54, VAL 1",,,,
,,POINT (16.455303217516697 48.15484339393463),,,"11, 71",,,,
,,POINT (16.459354597528574 48.15513109016864),,,"11, 71",,,,
,,POINT (16.466451261801474 48.15465168865281),,,"11, 71, 71B, N71",,,,
,,POINT (16.450910679147103 48.25664401134458),,,"27A, N25",,,,
,,POINT (16.453875062935648 48.25572891446535),,,"27A, N25",,,,
,,POINT (16.45645325037015 48.25492141668868),,,"27A, N25",,,,
,,POINT (16.21585855949279 48.206930595373194),,,"50A, 50B",,,,
,,POINT (16.21468623377838 48.209552726451435),,,"451, 453, 50A, N49, SV110",,,,
,,POINT (16.32108660588459 48.1788690633081),,,9A,,,,
,,POINT (16.43155209189787 48.269507362056615),,,"28A, 29B",,,,
,,POINT (16.420673551663953 48.27458954520172),,,"30A, 32A",,,,
,,POINT (16.448242699224394 48.26203848802028),,,"27A, N25",,,,
,,POINT (16.410055482299484 48.25888682639984),,,"28A, 29A, 29B, N30",,,,
,,POINT (16.38733711321827 48.2014224141849),,,O,,,,
,,POINT (16.52896483536821 48.21159387838879),,,88B,,,,
,,POINT (16.26128610294161 48.18228328443652),,,"54A, 54B",,,,
,,POINT (16.518131215064123 48.23102729221384),,,"89A, 99A, 99B",,,,
,,POINT (16.376359696432935 48.15093596170935),,,17A,,,,
,,POINT (16.328641467101857 48.17716186658302),,,9A,,,,
,,POINT (16.325883626859437 48.210540409026834),,,"46, 9, N46",,,,
,,POINT (16.445781331715512 48.27606032226652),,,"29A, 29B, N25",,,,
,,POINT (16.442736016650798 48.25432332780985),,,"31A, N25",,,,
,,POINT (16.46327138872282 48.235221806456316),,,95A,,,,
,,POINT (16.311124403535565 48.21367710315816),,,"33, 44",,,,
,,POINT (16.420740919471157 48.29878009943601),,,510,,,,
,,POINT (16.444038529911097 48.1968239007381),,,77A,,,,
,,POINT (16.340454219390395 48.18492452241719),,,12A,,,,
,,POINT (16.35625977772549 48.13462574501366),,,"120, 200, 210, 67B, N67",,,,
,,POINT (16.411483658758534 48.17459192745677),,,"11, N6",,,,
,,POINT (16.420394920774854 48.17910259999714),,,"76A, 76B",,,,
,,POINT (16.37061942812797 48.15344715367278),,,17A,,,,
,,POINT (16.247515005884924 48.207589072412226),,,"49A, 50B",,,,
,,POINT (16.34907802016733 48.21512567315293),,,"13A, 33, 43, 44, N43, N71",,,,
,,POINT (16.414106883508033 48.273997651457876),,,"30A, 31A, 32A",,,,
,,POINT (16.313208224968818 48.029882359643864),,,"R 7435, R95",,,,
,,POINT (16.304135277586532 48.03960141911447),,,"SEV , WLB",,,,
,,POINT (16.258510026651624 48.004086217336344),,,"SEV , WLB",,,,
,,POINT (16.15099155398824 48.33091202288012),,,"406, SV810",,,,
,,POINT (16.634579522519285 48.31866718226411),,,"REX1, S1, SV901",,,,
,,POINT (16.642295584670016 48.024096682534925),,,"S60, SV700",,,,
,,POINT (16.269729982460706 48.00780649258734),,,"SEV , WLB",,,,
,,POINT (16.126485462010823 48.1897968126637),,,SV110,,,,
,,POINT (16.31553492850131 48.11157816818306),,,"SEV , WLB",,,,
,,POINT (16.319020433083434 48.12553929902264),,,"266, 268, 303, 61A, 61B, SEV 207, WLB",,,,
,,POINT (16.175210042108386 48.326629728607095),,,"441, S40",,,,
,,POINT (16.334399599762857 48.14997407296994),,,"SEV , WLB",,,,
,,POINT (16.450227971904845 48.27750419163055),,,"29A, 29B, 32A, 36B, 510, CJX9, N25, R1, REX 24212, REX 24312, REX 27305, REX 27345, REX1, REX2, REX7, S1, S2, S3, S7, SV901, U1",,,,
,,POINT (16.44752386405925 48.16101566934508),,,"73A, N71",,,,
,,POINT (16.36987386360083 48.17611954565601),,,"1, 11, 18, 6",,,,
,,POINT (16.349742837070682 48.22987850177248),,,"40, 41, 42, 9, D, E4",,,,
,,POINT (16.342861752541417 48.216496370297804),,,43,,,,
,,POINT (16.366981359869744 48.163166809215284),,,66A,,,,
,,POINT (16.383348561507198 48.14979126318697),,,"16A, 17A, 19A, 67A, 67B, N17, N67",,,,
,,POINT (16.341083035981153 48.19854835726224),,,5,,,,
,,POINT (16.41656822711384 48.242168201882116),,,"20A, 20B",,,,
,,POINT (16.456381293668354 48.214365409462566),,,"92A, 96A",,,,
,,POINT (16.407324495700987 48.187164469543404),,,80A,,,,
,,POINT (16.298404307699265 48.172746906165266),,,"58A, 58B",,,,
,,POINT (16.388689168814125 48.29535574689506),,,"32A, 501, 510, 850",,,,
,,POINT (16.3146638313841 48.246541344450236),,,"35A, N35",,,,
,,POINT (16.35067700344738 48.209265299663414),,,"13A, N71",,,,
,,POINT (16.322721592584852 48.174951480624685),,,"63A, 8A",,,,
,,POINT (16.39224183225741 48.16044040673465),,,"68A, 68B, N68",,,,
,,POINT (16.525551304491717 48.24974149835508),,,"24A, N24",,,,
,,POINT (16.53409426653272 48.25290577781926),,,89A,,,,
,,POINT (16.48380679635174 48.2404630680618),,,"85A, 95A",,,,
,,POINT (16.42796779900247 48.26245109784808),,,29A,,,,
,,POINT (16.2862591985618 48.19477600869229),,,"47A, 52, 60",,,,
,,POINT (16.535792023945145 48.22722139934528),,,"99A, 99B",,,,
,,POINT (16.43313293113568 48.159199987416706),,,"11, 71, ZF",,,,
,,POINT (16.442331679568866 48.15444190413356),,,"11, 217, 218, 272, 71, ZF",,,,
,,POINT (16.330249413373156 48.1442891222643),,,65A,,,,
,,POINT (16.470188349192835 48.23085372264802),,,"22A, 95B",,,,
,,POINT (16.197995663115428 48.23151823742154),,,"450, 49B",,,,
,,POINT (16.331516120388674 48.22597073170145),,,"40, 41, 42, 9",,,,
,,POINT (16.255352561687786 48.13033916420266),,,"249, 255",,,,
,,POINT (16.344245109011595 48.19073979226769),,,57A,,,,
,,POINT (16.27620702562927 48.179360288956865),,,"54A, 54B",,,,
,,POINT (16.3972993872813 48.217974829008405),,,N81,,,,
,,POINT (16.28133641132666 48.18706874935355),,,"53A, 54B",,,,
,,POINT (16.282423306824203 48.187380146933336),,,"10, N54",,,,
,,POINT (16.280554915989494 48.187176548673335),,,"53A, 54A",,,,
,,POINT (16.28333066206253 48.23004004280498),,,44A,,,,
,,POINT (16.275784819686464 48.173022519865135),,,62,,,,
,,POINT (16.414322378951287 48.19945850723977),,,"77A, 80A",,,,
,,POINT (16.38466025195949 48.2913454871694),,,32A,,,,
,,POINT (16.35091063306925 48.230907696541244),,,"37, 38, D",,,,
,,POINT (16.347721561851895 48.16865509524371),,,"15A, 65A, 7B, N62",,,,
,,POINT (16.488208447219197 48.22052446040724),,,97A,,,,
,,POINT (16.48948404507524 48.223409246223234),,,97A,,,,
,,POINT (16.487579654867076 48.22385204526399),,,97A,,,,
,,POINT (16.492879736097436 48.22919621659872),,,97A,,,,
,,POINT (16.491190844434033 48.229525316087845),,,97A,,,,
,,POINT (16.44806301267876 48.270625446427566),,,"28A, 29A, 29B, N25, U1",,,,
,,POINT (16.380824370310183 48.21896833461542),,,"1, 2, 5B, 71, N29, U2, U2Z",,,,
,,POINT (16.405689645943884 48.217783224772056),,,"82A, N81, U2",,,,
,,POINT (16.41411580091994 48.214485135738435),,,"82A, U2, VAL 3",,,,
,,POINT (16.41975716820185 48.21107314822594),,,"11A, 77A, N81, U2, VAL 3",,,,
,,POINT (16.465606922568444 48.14644380807801),,,"171, 218, 279, 71B, REX7, S7",,,,
,,POINT (16.32630605762435 48.309759915075404),,,"1, 106, 2, 3, 400, 401, 402, 403, 404, 406, 413, S40, SV810",,,,
,,POINT (16.334768103844763 48.29724136891202),,,"1, 2, 400, 401, 413, S40, SV810",,,,
,,POINT (16.29754172355535 48.05198486362311),,,"R 21222, S1, S2, S3, S4, SV510",,,,
,,POINT (16.325263592058334 48.04451428211615),,,"R 7435, R95",,,,
,,POINT (16.58755252504443 48.025706908759425),,,"227, 247, 248, REX 9411, REX 9415, REX 9421, REX 9423, REX 9424, REX 9457, REX6, REX62, S60, SV700",,,,
,,POINT (16.358384442341194 48.11247183715987),,,"266, 268, S60",,,,
,,POINT (16.444945623810906 48.08242622630268),,,"REX6, REX62, S60, SV700",,,,
,,POINT (16.272021151018862 48.35007325603798),,,"403, 413, S40, SV810",,,,
,,POINT (16.242726695377954 48.004080226831405),,,"108, 301, 302, 303, 306, 308, 310, 315, 320, A, B, C, CJX9, D 855, R 21222, R3, R97, REX1, REX3, REX92, REX93, RJ 1255, S1, S2, S3, S4, SV510",,,,
,,POINT (16.233545937803154 48.005871324509584),,,"108, 301, 302, 303, 308, 310, 315, 320, A, B, C, SEV 306, WLB",,,,
,,POINT (16.241325300809528 48.00367752982961),,,"SEV , WLB",,,,
,,POINT (16.483726046604108 48.29333269559252),,,"25B, 511, REX 24212, REX 24312, REX2, S2, S7",,,,
,,POINT (16.458249791843876 48.219776282606645),,,92A,,,,
,,POINT (16.342601206543993 48.182954030101804),,,59A,,,,
,,POINT (16.365418368684214 48.236209162046286),,,"1, 2, 30, 31, 33, 5B, O",,,,
,,POINT (16.387786216288674 48.20491889736709),,,"74A, N75",,,,
,,POINT (16.45141353798 48.15589819194287),,,"71B, N71",,,,
,,POINT (16.451323828744453 48.22131448008047),,,"86A, 87A",,,,
,,POINT (16.380339215018974 48.17753923306784),,,14A,,,,
,,POINT (16.271050747998665 48.17735960180943),,,54B,,,,
,,POINT (16.460127216002544 48.1712790126414),,,76B,,,,
,,POINT (16.326970568052573 48.172165791732255),,,"62, 62A, 7A, N62, N8",,,,
,,POINT (16.469541464719924 48.1671092269139),,,"73A, 76B, 79A, 79B",,,,
,,POINT (16.447604751271165 48.152919708023575),,,"11, 71, 71A, 71B, ZF",,,,
,,POINT (16.413136573765474 48.191787843922704),,,N75,,,,
,,POINT (16.414016963914708 48.18778136302621),,,N75,,,,
,,POINT (16.41567887951891 48.276640238397114),,,"30A, 32A, 36A, 36B",,,,
,,POINT (16.4929964550833 48.2434663486315),,,"97A, N24",,,,
,,POINT (16.4987457416776 48.25441299245411),,,"28A, 85A, 97A",,,,
,,POINT (16.362804138025588 48.13318685539071),,,"67B, N67",,,,
,,POINT (16.392574416732568 48.293843669975345),,,32A,,,,
,,POINT (16.36730474242185 48.152230561301465),,,17A,,,,
,,POINT (16.2722634261305 48.16570135622284),,,56A,,,,
,,POINT (16.415355354123683 48.185307873692715),,,72A,,,,
,,POINT (16.27510214938278 48.19193762998599),,,"54A, 54B",,,,
,,POINT (16.4621934089321 48.2456020572406),,,"26, 87A",,,,
,,POINT (16.401130843277365 48.31123245910244),,,501,,,,
,,POINT (16.355456095537274 48.220644242120805),,,"37, 38, 40, 41, 42, N41",,,,
,,POINT (16.262319212634264 48.193225131763654),,,53A,,,,
,,POINT (16.357674814245954 48.169170286784066),,,65A,,,,
,,POINT (16.4213201908376 48.160566287953905),,,72A,,,,
,,POINT (16.42334137590404 48.15741430228385),,,72A,,,,
,,POINT (16.423880372206828 48.15607190775206),,,72A,,,,
,,POINT (16.42148188366202 48.15623970844896),,,72A,,,,
,,POINT (16.41756520721064 48.159475695923966),,,72A,,,,
,,POINT (16.428326990293936 48.18512216659123),,,72A,,,,
,,POINT (16.461277021190316 48.179402073197146),,,79B,,,,
,,POINT (16.338486861448118 48.13635235548329),,,67B,,,,
,,POINT (16.419236167350356 48.20878625976682),,,77A,,,,
,,POINT (16.465625022995557 48.26788084927663),,,25A,,,,
,,POINT (16.41824796911419 48.20625397244378),,,77A,,,,
,,POINT (16.360845903808826 48.17313026559097),,,7A,,,,
,,POINT (16.448602026052832 48.2819309928289),,,32A,,,,
,,POINT (16.43849586137701 48.200302687916825),,,"77A, 79A, 79B",,,,
,,POINT (16.38899003071647 48.219572826645454),,,5B,,,,
,,POINT (16.3856033522457 48.22274491407993),,,5B,,,,
,,POINT (16.488253387906397 48.25077631636137),,,85A,,,,
,,POINT (16.344999697798478 48.18546961684421),,,N6,,,,
,,POINT (16.40535724435336 48.215442835894976),,,82A,,,,
,,POINT (16.358213938154655 48.26042985133517),,,38B,,,,
,,POINT (16.516766099089967 48.36278754368101),,,"REX 24212, REX 24312, REX 27345, REX2, S2, S7",,,,
,,POINT (16.25898614431741 48.018274849286506),,,"R 21222, S1, S2, S3, S4, SV510",,,,
,,POINT (16.260971421724353 48.00818519655608),,,"SEV , WLB",,,,
,,POINT (16.201090260373807 48.206376886286385),,,"451, 453, S50, SV110",,,,
,,POINT (16.175766869721933 48.20615540348766),,,"107, 451, 452, 453, 458, S50, SV110",,,,
,,POINT (16.563648560066255 48.12058597072618),,,"D 19820, D 30565, D 30656, D 30740, D 30868, RJ 1021, RJ 1023, RJ 19921, RJ 19966, RJ 549, RJ 558, RJ 642, RJ 644, RJ 649, RJ 746,, RJ 823, RJX 166, RJX 67, RJX 761, RJX 768, RJX 865, RJX 867, RJX 869",,,,
,,POINT (16.256291757136438 48.37592264235336),,,"R3, REX3, S3, S4",,,,
,,POINT (16.506920230010568 48.13669692840231),,,S7,,,,
,,POINT (16.309256052553753 48.32408525654404),,,S40,,,,
,,POINT (16.122047975471336 48.327543657210015),,,S40,,,,
,,POINT (16.35633620227719 48.07737890542698),,,"R 7435, R95",,,,
,,POINT (16.30223133911506 48.36436336905378),,,"R3, REX3, S3, S4",,,,
,,POINT (16.314789322296086 48.09651236019938),,,WLB,,,,
,,POINT (16.41933486317371 48.102412546714724),,,"R 7435, R95",,,,
,,POINT (16.149931554658863 48.32830213621158),,,S40,,,,
,,POINT (16.364771458279826 48.15472965133662),,,"17A, 66A, N66",,,,
,,POINT (16.47114058555354 48.260902179262054),,,"27A, 28A, 87A",,,,
,,POINT (16.474527278130076 48.26715134703697),,,"27A, 87A",,,,
,,POINT (16.314052817303093 48.162543645834056),,,16A,,,,
,,POINT (16.318984594079694 48.1631668392323),,,16A,,,,
,,POINT (16.304782270166204 48.167696526398686),,,63A,,,,
,,POINT (16.480608813964597 48.24262875984566),,,85A,,,,
,,POINT (16.47986321287174 48.23901517748962),,,"95A, 95B",,,,
,,POINT (16.31929007897036 48.224624245792434),,,42A,,,,
,,POINT (16.341325597978543 48.172087882909565),,,63A,,,,
,,POINT (16.46348687175323 48.15101390795197),,,"71B, N71",,,,
,,POINT (16.437669384405194 48.14099817130193),,,71B,,,,
,,POINT (16.35719866653689 48.13413415381628),,,67B,,,,
,,POINT (16.4489253925206 48.25906020120111),,,27A,,,,
,,POINT (16.496661691732843 48.28251675969001),,,"25A, 25B",,,,
,,POINT (16.49927578203098 48.285147046249556),,,"25A, 25B",,,,
,,POINT (16.432665976665515 48.26274419388853),,,29A,,,,
,,POINT (16.300632147708704 48.20837333548839),,,"48A, N46",,,,
,,POINT (16.480527813606507 48.16887661209826),,,76A,,,,
,,POINT (16.28609746361359 48.169577729053046),,,62,,,,
,,POINT (16.384543257529177 48.151085856246574),,,"67A, 67B",,,,
,,POINT (16.396356096625997 48.14936575682038),,,"68B, N68",,,,
,,POINT (16.287588609881396 48.13653218643772),,,"61A, 64A",,,,
,,POINT (16.405914320973046 48.271809367183366),,,"30, 31, N31",,,,
,,POINT (16.36661738005065 48.1589304188734),,,"120, 200, 210, 66A, N66",,,,
,,POINT (16.36707129175824 48.258139256771564),,,"D, E4, N36",,,,
,,POINT (16.354764345332338 48.18220532591405),,,12A,,,,
,,POINT (16.35790843761787 48.18726030005766),,,"12A, 14A, N62",,,,
,,POINT (16.446490967464005 48.23287632760469),,,94A,,,,
,,POINT (16.42772978138475 48.29673620242916),,,510,,,,
,,POINT (16.27523686370728 48.20329047528162),,,47A,,,,
,,POINT (16.31116034307555 48.17065010879286),,,"63A, 8A, N62",,,,
,,POINT (16.34641009505567 48.26002916060357),,,38B,,,,
,,POINT (16.4408405553032 48.27583912624176),,,36B,,,,
,,POINT (16.445691533177406 48.277004917814),,,36B,,,,
,,POINT (16.435163286894007 48.27901371460639),,,36B,,,,
,,POINT (16.430222612788192 48.280340811354016),,,36B,,,,
,,POINT (16.426296933112575 48.280998410405886),,,36B,,,,
,,POINT (16.39965304231909 48.26577009990925),,,36B,,,,
,,POINT (16.318930700105923 48.16752871846441),,,"62, 62A, N8",,,,
,,POINT (16.432171883838546 48.2659912789038),,,31A,,,,
,,POINT (16.48347441336333 48.25151211615511),,,"24A, 85A, N24",,,,
,,POINT (16.40482722135973 48.196584326856446),,,"77A, N75",,,,
,,POINT (16.528443847137996 48.217908848281),,,98A,,,,
,,POINT (16.520556595432616 48.225569617182394),,,"99A, 99B",,,,
,,POINT (16.36231912013088 48.18994928492302),,,13A,,,,
,,POINT (16.36360371313597 48.18994338416442),,,13A,,,,
,,POINT (16.44888951852781 48.27758481272124),,,"32A, 36B",,,,
,,POINT (16.52914444494755 48.2196625398342),,,98A,,,,
,,POINT (16.441298735406807 48.263671084402844),,,"28A, 29A, N25",,,,
,,POINT (16.291577225551993 48.23328932179938),,,"43, 445",,,,
,,POINT (16.280128180805455 48.24025981544763),,,"43A, 445",,,,
,,POINT (16.454063650953298 48.24763595222316),,,26,,,,
,,POINT (16.53492962451865 48.224528313137675),,,"99A, 99B",,,,
,,POINT (16.241783854516427 48.22272710316417),,,52A,,,,
,,POINT (16.388792437743987 48.22372050713107),,,"5, O",,,,
,,POINT (16.3765035817925 48.28425642612906),,,34A,,,,
,,POINT (16.403605514336306 48.187014772984206),,,80A,,,,
,,POINT (16.349670904316696 48.206415613868366),,,"13A, 46, N46, N71",,,,
,,POINT (16.49676941182016 48.225037034004195),,,"84A, N84",,,,
,,POINT (16.3745001979364 48.14489449241138),,,"67A, 67B, N67",,,,
